Age,Gender,Max_BPM,Avg_BPM,Resting_BPM,Calories_Burned,Exercise_Type,Fat_Percentage,Water_Intake (liters),BMI,Exercise_Duration_Seconds,Height_cm,Weight_kg,VO2Max,Distance_m,Temperature_C,Water_Intake_Liters
26.0,FEMALE,194.0,134.0,60.0,1293.0,STRENGTH_TRAINING,15.1,2.7,28.49,6948.0,150.0,64.1,,0.0,14,2.48
29.0,MALE,174.0,122.0,55.0,1020.0,STRENGTH_TRAINING,13.9,3.5,33.04,5472.0,162.0,86.7,,0.0,37,3.0
18.0,FEMALE,190.0,162.0,50.0,996.0,STRENGTH_TRAINING,33.2,2.2,24.52,4428.0,159.0,62.0,,0.0,32,3.03
18.0,FEMALE,175.0,150.0,71.0,1425.0,YOGA,15.3,2.7,22.41,6840.0,161.0,58.1,,0.0,21,3.75
51.0,FEMALE,169.0,125.0,55.0,838.0,YOGA,31.1,2.5,25.35,5364.0,160.0,64.9,,0.0,13,1.63
49.0,FEMALE,191.0,122.0,62.0,626.0,HIIT,28.8,1.9,26.41,4103.999999999999,162.0,69.3,,0.0,30,1.27
42.0,FEMALE,161.0,130.0,71.0,608.0,STRENGTH_TRAINING,32.9,1.6,14.1,3744.000000000001,174.0,42.7,,0.0,9,1.18
57.0,FEMALE,183.0,134.0,73.0,724.0,YOGA,33.7,2.0,19.35,4320.0,163.0,51.4,,0.0,30,1.76
18.0,FEMALE,182.0,164.0,71.0,492.0,STRENGTH_TRAINING,33.5,2.4,26.33,2160.0,160.0,67.4,,0.0,6,1.2
33.0,FEMALE,161.0,147.0,54.0,1301.0,YOGA,18.9,2.7,21.45,6372.0,161.0,55.6,,0.0,36,4.37
56.0,MALE,197.0,129.0,64.0,639.0,YOGA,22.7,2.2,36.22,3600.0,186.0,125.3,,0.0,22,1.24
22.0,MALE,190.0,157.0,67.0,1278.0,CARDIO,28.1,2.4,29.83,5328.0,185.0,102.1,,0.0,30,3.41
39.0,MALE,199.0,166.0,69.0,1205.0,STRENGTH_TRAINING,25.3,2.3,19.76,4752.0,177.0,61.9,,0.0,9,2.56
46.0,MALE,185.0,169.0,63.0,1171.0,STRENGTH_TRAINING,20.5,3.4,40.45,5040.0,164.0,108.8,,0.0,3,3.1
20.0,FEMALE,188.0,169.0,64.0,422.0,YOGA,29.6,1.6,20.47,1800.0,158.0,51.1,,0.0,36,1.43
29.0,MALE,162.0,126.0,54.0,1005.0,STRENGTH_TRAINING,29.4,3.2,20.63,5220.0,199.0,81.7,,0.0,35,3.0
43.0,FEMALE,173.0,134.0,53.0,440.0,YOGA,33.9,1.9,15.5,2628.0,166.0,42.7,,0.0,7,0.86
33.0,MALE,184.0,137.0,51.0,1198.0,STRENGTH_TRAINING,10.5,3.5,20.66,5724.0,199.0,81.8,,0.0,15,2.76
54.0,MALE,160.0,137.0,56.0,868.0,CARDIO,27.4,3.3,17.63,4608.0,176.0,54.6,,0.0,33,3.24
39.0,MALE,162.0,160.0,59.0,634.0,STRENGTH_TRAINING,28.1,3.6,30.47,2591.9999999999995,188.0,107.7,,0.0,4,1.69
46.0,FEMALE,185.0,143.0,65.0,566.0,CARDIO,27.7,1.6,22.23,3168.0,160.0,56.9,,0.0,37,1.54
31.0,MALE,177.0,121.0,59.0,992.0,HIIT,24.7,2.5,26.95,5364.0,171.0,78.8,,0.0,29,2.64
45.0,FEMALE,168.0,159.0,67.0,894.0,STRENGTH_TRAINING,32.1,2.5,17.92,4500.0,164.0,48.2,,0.0,7,2.17
22.0,FEMALE,197.0,139.0,66.0,883.0,STRENGTH_TRAINING,29.4,1.8,20.05,4572.0,159.0,50.7,,0.0,35,2.4
47.0,MALE,182.0,153.0,70.0,1500.0,STRENGTH_TRAINING,10.6,3.5,21.87,7128.0,199.0,86.6,,0.0,26,3.93
22.0,MALE,180.0,162.0,62.0,1203.0,CARDIO,27.1,2.4,36.25,4860.0,163.0,96.3,,0.0,21,3.52
29.0,MALE,160.0,145.0,50.0,1316.0,STRENGTH_TRAINING,14.6,3.5,20.61,5940.0,198.0,80.8,,0.0,3,3.46
33.0,FEMALE,180.0,126.0,50.0,1159.0,STRENGTH_TRAINING,18.3,2.7,24.78,6624.0,153.0,58.0,,0.0,1,2.23
43.0,MALE,186.0,157.0,64.0,995.0,YOGA,27.7,3.4,28.02,4608.0,185.0,95.9,,0.0,24,2.92
43.0,FEMALE,165.0,149.0,50.0,1247.0,HIIT,16.8,2.7,24.64,6696.000000000001,158.0,61.5,,0.0,11,2.99
38.0,FEMALE,195.0,161.0,55.0,499.0,CARDIO,26.8,2.7,12.67,2232.0,179.0,40.6,,0.0,11,1.21
56.0,MALE,187.0,124.0,74.0,927.0,YOGA,13.2,3.5,23.59,5436.0,187.0,82.5,,0.0,31,2.03
53.0,MALE,176.0,130.0,62.0,444.0,CARDIO,23.3,2.9,31.04,2484.0,184.0,105.1,,0.0,25,1.04
50.0,FEMALE,199.0,120.0,50.0,1042.0,YOGA,19.3,2.7,23.27,6948.0,158.0,58.1,,0.0,32,2.09
47.0,FEMALE,162.0,153.0,54.0,1060.0,HIIT,15.6,2.7,19.69,5544.0,176.0,61.0,,0.0,26,3.17
54.0,FEMALE,171.0,120.0,58.0,940.0,YOGA,17.2,2.7,27.55,6264.0,153.0,64.5,,0.0,28,2.25
40.0,MALE,198.0,138.0,74.0,1085.0,CARDIO,24.0,2.5,14.85,5148.0,198.0,58.2,,0.0,25,2.54
27.0,FEMALE,171.0,121.0,66.0,569.0,STRENGTH_TRAINING,34.4,2.0,22.44,3384.0,176.0,69.5,,0.0,13,1.11
22.0,MALE,161.0,140.0,65.0,393.0,STRENGTH_TRAINING,21.5,2.3,18.37,1836.0,184.0,62.2,,0.0,14,1.04
53.0,FEMALE,181.0,139.0,57.0,663.0,HIIT,25.1,2.4,23.53,3816.0,170.0,68.0,,0.0,24,1.41
51.0,FEMALE,182.0,142.0,66.0,914.0,CARDIO,27.4,2.4,25.02,5148.0,150.0,56.3,,0.0,9,1.77
48.0,MALE,189.0,140.0,64.0,700.0,CARDIO,28.2,3.5,32.7,3636.0,170.0,94.5,,0.0,5,1.49
27.0,FEMALE,164.0,143.0,73.0,994.0,CARDIO,27.1,1.5,18.1,5003.999999999999,179.0,58.0,,0.0,11,2.41
36.0,MALE,168.0,123.0,50.0,1218.0,HIIT,11.2,3.5,22.32,6480.0,194.0,84.0,,0.0,20,2.81
49.0,MALE,180.0,131.0,61.0,739.0,STRENGTH_TRAINING,21.3,3.0,17.44,4103.999999999999,187.0,61.0,,0.0,39,2.19
18.0,FEMALE,170.0,141.0,54.0,1396.0,YOGA,18.6,2.7,27.68,7128.0,153.0,64.8,,0.0,35,4.69
22.0,MALE,164.0,139.0,73.0,795.0,HIIT,20.7,2.4,14.59,3744.000000000001,177.0,45.7,,0.0,17,1.85
21.0,MALE,194.0,137.0,55.0,1356.0,YOGA,11.7,3.5,22.41,6480.0,190.0,80.9,,0.0,17,3.13
33.0,FEMALE,186.0,120.0,74.0,948.0,STRENGTH_TRAINING,16.4,2.7,24.13,5688.000000000001,163.0,64.1,,0.0,39,2.12
41.0,MALE,161.0,149.0,50.0,900.0,HIIT,25.6,2.6,21.39,4392.0,177.0,67.0,,0.0,25,2.63
33.0,MALE,183.0,152.0,74.0,1170.0,STRENGTH_TRAINING,27.3,3.3,41.6,5040.0,160.0,106.5,,0.0,23,2.74
19.0,MALE,190.0,143.0,50.0,952.0,YOGA,25.3,2.3,27.79,4356.0,185.0,95.1,,0.0,5,2.02
45.0,FEMALE,192.0,133.0,59.0,395.0,CARDIO,34.3,2.3,26.57,2376.0,157.0,65.5,,0.0,29,0.96
49.0,MALE,198.0,155.0,59.0,921.0,CARDIO,29.5,3.1,39.3,4320.0,164.0,105.7,,0.0,26,2.46
44.0,FEMALE,189.0,124.0,52.0,491.0,YOGA,28.6,2.6,15.5,3168.0,176.0,48.0,,0.0,25,1.05
37.0,FEMALE,196.0,130.0,66.0,448.0,CARDIO,32.8,2.4,30.89,2484.0,150.0,69.5,,0.0,14,0.73
41.0,MALE,187.0,143.0,68.0,545.0,YOGA,27.4,3.4,23.14,2772.0,169.0,66.1,,0.0,26,1.45
29.0,MALE,190.0,150.0,60.0,627.0,HIIT,28.9,2.9,23.53,2736.0,170.0,68.0,,0.0,35,1.87
52.0,MALE,170.0,132.0,67.0,555.0,HIIT,24.5,2.3,15.88,3060.0,178.0,50.3,,0.0,30,1.47
50.0,FEMALE,182.0,135.0,51.0,729.0,HIIT,30.3,2.0,24.55,4320.0,168.0,69.3,,0.0,7,1.42
50.0,MALE,161.0,143.0,58.0,1203.0,CARDIO,12.1,3.5,32.63,6120.0,163.0,86.7,,0.0,22,3.47
54.0,MALE,199.0,132.0,73.0,882.0,STRENGTH_TRAINING,28.5,2.9,33.45,4860.0,194.0,125.9,,0.0,14,1.57
29.0,MALE,186.0,143.0,66.0,1479.0,CARDIO,11.1,3.5,23.65,6768.0,193.0,88.1,,0.0,23,3.41
20.0,MALE,194.0,145.0,63.0,997.0,CARDIO,22.4,3.2,37.53,4500.0,182.0,124.3,,0.0,4,2.11
18.0,MALE,161.0,121.0,53.0,586.0,STRENGTH_TRAINING,23.7,3.0,18.12,3168.0,185.0,62.0,,0.0,21,1.37
50.0,FEMALE,198.0,135.0,66.0,753.0,STRENGTH_TRAINING,27.3,2.0,23.56,4464.0,172.0,69.7,,0.0,29,1.82
57.0,FEMALE,196.0,157.0,66.0,926.0,STRENGTH_TRAINING,30.6,1.8,26.36,4716.000000000001,152.0,60.9,,0.0,36,2.52
27.0,MALE,180.0,165.0,61.0,1025.0,STRENGTH_TRAINING,21.3,2.3,19.71,4068.0,197.0,76.5,,0.0,2,2.71
46.0,MALE,164.0,120.0,69.0,873.0,CARDIO,23.2,3.2,28.59,5292.0,182.0,94.7,,0.0,13,1.85
30.0,MALE,180.0,168.0,67.0,1155.0,YOGA,29.1,3.1,22.17,4500.0,175.0,67.9,,0.0,30,3.85
29.0,MALE,188.0,130.0,52.0,937.0,HIIT,24.1,3.2,34.63,4716.000000000001,187.0,121.1,,0.0,3,1.99
48.0,FEMALE,179.0,154.0,60.0,1012.0,YOGA,32.5,1.9,26.58,5256.0,164.0,71.5,,0.0,2,2.46
19.0,MALE,197.0,162.0,74.0,740.0,CARDIO,21.1,2.4,34.12,2988.0,170.0,98.6,,0.0,11,1.57
52.0,FEMALE,179.0,148.0,67.0,779.0,STRENGTH_TRAINING,27.5,2.4,25.67,4211.999999999999,163.0,68.2,,0.0,26,1.89
40.0,FEMALE,184.0,156.0,53.0,920.0,HIIT,33.1,2.4,20.2,4248.0,169.0,57.7,,0.0,35,3.14
34.0,MALE,161.0,136.0,66.0,1055.0,HIIT,27.6,2.8,46.9,5076.0,163.0,124.6,,0.0,22,2.47
43.0,FEMALE,191.0,158.0,67.0,931.0,YOGA,28.9,2.2,28.88,4716.000000000001,159.0,73.0,,0.0,11,1.81
25.0,FEMALE,185.0,161.0,54.0,1304.0,CARDIO,19.8,2.7,26.05,5832.0,151.0,59.4,,0.0,22,3.45
46.0,FEMALE,165.0,147.0,63.0,463.0,CARDIO,34.1,1.9,19.1,2520.0,165.0,52.0,,0.0,12,1.13
43.0,FEMALE,162.0,148.0,59.0,886.0,CARDIO,34.6,2.3,15.5,4788.000000000001,165.0,42.2,,0.0,30,2.7
27.0,MALE,192.0,162.0,64.0,1622.0,HIIT,12.1,3.5,33.2,6552.0,164.0,89.3,,0.0,15,4.68
43.0,MALE,160.0,122.0,50.0,658.0,YOGA,22.0,3.4,35.51,3924.000000000001,176.0,110.0,,0.0,20,1.53
51.0,FEMALE,164.0,129.0,65.0,499.0,HIIT,31.3,2.3,26.52,3096.0,158.0,66.2,,0.0,7,0.97
58.0,MALE,172.0,161.0,60.0,964.0,HIIT,26.8,2.9,21.27,4356.0,166.0,58.6,,0.0,24,2.82
24.0,MALE,178.0,133.0,72.0,710.0,STRENGTH_TRAINING,21.3,2.8,18.29,3491.9999999999995,167.0,51.0,,0.0,7,1.5
21.0,MALE,171.0,131.0,69.0,699.0,YOGA,27.9,3.1,26.69,3491.9999999999995,195.0,101.5,,0.0,31,1.86
28.0,MALE,184.0,166.0,55.0,959.0,STRENGTH_TRAINING,20.2,3.2,32.66,3780.0,187.0,114.2,,0.0,13,2.54
46.0,MALE,194.0,161.0,73.0,725.0,CARDIO,24.8,2.9,18.39,3276.0,172.0,54.4,,0.0,17,1.7
53.0,FEMALE,171.0,149.0,71.0,898.0,HIIT,28.3,2.2,21.26,4824.0,157.0,52.4,,0.0,31,2.72
42.0,MALE,189.0,151.0,65.0,1151.0,YOGA,13.7,3.5,26.01,5544.0,181.0,85.2,,0.0,19,2.66
38.0,MALE,164.0,151.0,51.0,1379.0,CARDIO,11.6,3.5,27.61,5976.0,174.0,83.6,,0.0,34,5.06
53.0,MALE,193.0,161.0,50.0,1084.0,YOGA,28.3,2.2,31.3,4896.000000000001,192.0,115.4,,0.0,28,3.61
27.0,MALE,181.0,151.0,73.0,615.0,HIIT,25.9,3.6,18.35,2664.0,197.0,71.2,,0.0,20,1.44
54.0,FEMALE,198.0,145.0,73.0,718.0,YOGA,32.9,2.4,30.51,3960.0,160.0,78.1,,0.0,4,1.4
26.0,FEMALE,172.0,120.0,58.0,642.0,CARDIO,34.9,1.9,19.91,3852.0,165.0,54.2,,0.0,3,1.25
41.0,FEMALE,162.0,161.0,71.0,920.0,STRENGTH_TRAINING,31.8,2.2,25.05,4572.0,176.0,77.6,,0.0,17,2.46
52.0,FEMALE,179.0,121.0,61.0,768.0,HIIT,34.8,1.6,16.8,5076.0,162.0,44.1,,0.0,25,1.65
52.0,MALE,190.0,136.0,66.0,1144.0,STRENGTH_TRAINING,10.1,3.5,26.39,6120.0,180.0,85.5,,0.0,20,2.64
53.0,FEMALE,164.0,149.0,74.0,711.0,HIIT,28.4,1.5,15.43,3816.0,176.0,47.8,,0.0,20,1.9
35.0,MALE,183.0,158.0,64.0,730.0,CARDIO,21.1,2.4,27.23,3024.0,194.0,102.5,,0.0,2,1.93
56.0,MALE,199.0,126.0,68.0,412.0,HIIT,22.6,3.2,32.69,2376.0,190.0,118.0,,0.0,28,0.91
49.0,MALE,192.0,146.0,71.0,932.0,STRENGTH_TRAINING,28.4,3.4,24.31,4644.0,184.0,82.3,,0.0,18,2.19
41.0,MALE,167.0,128.0,59.0,1185.0,HIIT,10.2,3.5,23.33,6732.0,187.0,81.6,,0.0,19,2.73
40.0,MALE,183.0,141.0,61.0,946.0,CARDIO,25.2,3.0,17.03,4392.0,188.0,60.2,,0.0,2,2.01
49.0,FEMALE,179.0,153.0,63.0,881.0,HIIT,30.7,2.1,20.75,4608.0,154.0,49.2,,0.0,2,2.14
54.0,FEMALE,175.0,165.0,58.0,1025.0,STRENGTH_TRAINING,30.6,2.0,20.71,4968.0,150.0,46.6,,0.0,0,2.49
29.0,FEMALE,171.0,168.0,62.0,907.0,CARDIO,29.8,1.7,23.22,3888.000000000001,172.0,68.7,,0.0,36,3.08
30.0,FEMALE,172.0,120.0,52.0,780.0,STRENGTH_TRAINING,32.9,1.6,25.22,4680.0,155.0,60.6,,0.0,27,1.9
40.0,MALE,198.0,128.0,70.0,612.0,HIIT,21.3,3.3,20.1,3132.0,161.0,52.1,,0.0,13,1.08
42.0,FEMALE,184.0,139.0,63.0,382.0,YOGA,28.1,2.6,14.87,2196.0,177.0,46.6,,0.0,7,0.74
52.0,MALE,191.0,138.0,70.0,1011.0,STRENGTH_TRAINING,26.2,2.8,21.63,5328.0,174.0,65.5,,0.0,6,2.15
58.0,FEMALE,183.0,155.0,59.0,753.0,HIIT,31.9,2.3,17.93,3888.000000000001,157.0,44.2,,0.0,0,1.83
47.0,MALE,168.0,159.0,65.0,1133.0,YOGA,24.0,3.6,26.32,5183.999999999999,184.0,89.1,,0.0,25,3.31
34.0,MALE,199.0,164.0,56.0,731.0,YOGA,28.8,2.2,25.11,2916.0,162.0,65.9,,0.0,37,2.73
37.0,FEMALE,182.0,123.0,53.0,597.0,CARDIO,29.2,2.4,22.56,3491.9999999999995,157.0,55.6,,0.0,2,1.16
42.0,MALE,172.0,128.0,69.0,868.0,YOGA,24.0,3.0,16.25,4932.0,198.0,63.7,,0.0,6,1.84
39.0,MALE,191.0,160.0,72.0,1725.0,STRENGTH_TRAINING,10.2,3.5,26.02,7056.0,182.0,86.2,,0.0,31,4.52
30.0,FEMALE,174.0,141.0,74.0,1304.0,STRENGTH_TRAINING,17.8,2.7,22.28,6660.0,163.0,59.2,,0.0,27,3.13
36.0,MALE,195.0,137.0,60.0,1492.0,YOGA,13.5,3.5,24.16,7128.0,188.0,85.4,,0.0,8,3.14
53.0,FEMALE,164.0,131.0,65.0,831.0,HIIT,26.1,2.2,28.35,5076.0,155.0,68.1,,0.0,25,1.77
29.0,FEMALE,181.0,161.0,69.0,684.0,STRENGTH_TRAINING,28.1,1.9,22.86,3060.0,162.0,60.0,,0.0,8,1.66
58.0,FEMALE,175.0,162.0,53.0,933.0,STRENGTH_TRAINING,32.8,2.3,26.19,4608.0,169.0,74.8,,0.0,28,2.84
36.0,MALE,169.0,158.0,71.0,1199.0,CARDIO,23.7,3.4,33.17,4968.0,165.0,90.3,,0.0,13,3.18
29.0,MALE,183.0,128.0,71.0,1169.0,HIIT,11.2,3.5,31.63,5976.0,165.0,86.1,,0.0,20,2.7
26.0,MALE,177.0,125.0,72.0,639.0,YOGA,26.7,2.2,26.75,3348.0000000000005,166.0,73.7,,0.0,26,1.7
24.0,FEMALE,177.0,138.0,66.0,980.0,HIIT,27.0,2.1,27.82,5111.999999999999,156.0,67.7,,0.0,29,2.37
45.0,MALE,166.0,167.0,62.0,1066.0,CARDIO,29.0,2.2,20.38,4644.0,196.0,78.3,,0.0,26,3.56
31.0,FEMALE,163.0,166.0,60.0,913.0,CARDIO,26.1,2.5,17.7,3960.0,165.0,48.2,,0.0,25,2.43
48.0,FEMALE,185.0,126.0,52.0,777.0,HIIT,32.1,2.1,24.91,4932.0,151.0,56.8,,0.0,25,1.66
36.0,MALE,164.0,135.0,58.0,757.0,CARDIO,25.0,3.4,42.3,3672.0,163.0,112.4,,0.0,29,2.01
33.0,FEMALE,175.0,124.0,55.0,558.0,CARDIO,33.7,1.9,21.16,3240.0,167.0,59.0,,0.0,29,1.36
22.0,MALE,194.0,135.0,71.0,386.0,CARDIO,21.3,2.2,27.84,1872.0,188.0,98.4,,0.0,29,1.02
52.0,MALE,185.0,120.0,70.0,796.0,HIIT,26.8,2.1,25.98,4824.0,160.0,66.5,,0.0,34,1.98
29.0,MALE,177.0,156.0,60.0,1107.0,CARDIO,25.7,2.5,32.51,4644.0,181.0,106.5,,0.0,21,3.24
42.0,MALE,188.0,158.0,65.0,1314.0,YOGA,12.4,3.5,23.73,6048.0,193.0,88.4,,0.0,10,3.45
38.0,MALE,182.0,138.0,68.0,1321.0,YOGA,12.5,3.5,27.59,6264.0,179.0,88.4,,0.0,29,3.47
53.0,FEMALE,173.0,156.0,54.0,962.0,STRENGTH_TRAINING,32.2,1.8,17.6,4932.0,174.0,53.3,,0.0,14,2.34
40.0,FEMALE,174.0,136.0,63.0,415.0,YOGA,34.4,2.2,23.87,2196.0,156.0,58.1,,0.0,35,1.13
33.0,FEMALE,192.0,145.0,66.0,834.0,STRENGTH_TRAINING,25.9,1.5,23.95,4140.0,176.0,74.2,,0.0,5,1.61
56.0,MALE,184.0,141.0,52.0,705.0,HIIT,20.2,2.9,31.84,3636.0,163.0,84.6,,0.0,34,2.09
59.0,MALE,180.0,127.0,53.0,453.0,CARDIO,28.1,2.7,21.16,2591.9999999999995,192.0,78.0,,0.0,26,1.21
56.0,MALE,176.0,152.0,65.0,1332.0,YOGA,10.5,3.5,31.53,6372.0,168.0,89.0,,0.0,20,3.84
31.0,FEMALE,182.0,121.0,65.0,883.0,STRENGTH_TRAINING,34.9,2.2,13.78,5256.0,176.0,42.7,,0.0,33,2.01
48.0,MALE,176.0,149.0,70.0,1401.0,HIIT,13.1,3.5,25.33,6840.0,182.0,83.9,,0.0,35,4.12
22.0,FEMALE,173.0,166.0,74.0,1204.0,STRENGTH_TRAINING,31.5,2.3,34.06,5220.0,152.0,78.7,,0.0,6,2.93
52.0,FEMALE,188.0,139.0,53.0,794.0,CARDIO,27.0,2.3,28.52,4572.0,152.0,65.9,,0.0,7,1.54
40.0,MALE,179.0,137.0,68.0,851.0,YOGA,22.4,3.7,20.86,4068.0,192.0,76.9,,0.0,29,2.26
46.0,MALE,189.0,162.0,66.0,1467.0,HIIT,13.3,3.5,21.07,6588.000000000001,200.0,84.3,,0.0,12,3.85
28.0,FEMALE,178.0,129.0,62.0,710.0,STRENGTH_TRAINING,34.1,1.7,24.37,3960.0,160.0,62.4,,0.0,10,1.38
35.0,MALE,198.0,143.0,71.0,810.0,HIIT,29.8,2.7,21.04,3708.000000000001,174.0,63.7,,0.0,7,1.73
29.0,FEMALE,172.0,123.0,72.0,910.0,STRENGTH_TRAINING,27.0,2.0,23.76,5328.0,152.0,54.9,,0.0,31,2.2
26.0,MALE,177.0,156.0,73.0,1004.0,STRENGTH_TRAINING,21.3,2.7,23.84,4211.999999999999,179.0,76.4,,0.0,4,2.66
27.0,MALE,182.0,123.0,50.0,907.0,CARDIO,20.6,3.1,30.76,4824.0,186.0,106.4,,0.0,17,2.11
34.0,FEMALE,192.0,132.0,61.0,904.0,CARDIO,33.7,2.1,30.4,4932.0,150.0,68.4,,0.0,1,1.76
55.0,MALE,198.0,144.0,53.0,969.0,STRENGTH_TRAINING,22.9,2.9,18.35,4896.000000000001,186.0,63.5,,0.0,8,2.06
24.0,FEMALE,199.0,132.0,60.0,825.0,YOGA,25.0,2.0,26.4,4500.0,150.0,59.4,,0.0,4,1.59
30.0,MALE,177.0,137.0,54.0,957.0,HIIT,22.2,3.7,31.08,4572.0,191.0,113.4,,0.0,8,2.03
57.0,FEMALE,168.0,143.0,51.0,592.0,HIIT,28.4,2.6,26.79,3312.0,152.0,61.9,,0.0,30,1.79
59.0,FEMALE,192.0,121.0,66.0,637.0,CARDIO,34.9,1.9,25.05,4211.999999999999,168.0,70.7,,0.0,0,1.04
26.0,MALE,191.0,167.0,57.0,937.0,YOGA,25.2,2.2,30.89,3672.0,190.0,111.5,,0.0,24,2.74
44.0,FEMALE,176.0,152.0,55.0,958.0,STRENGTH_TRAINING,27.0,2.5,26.16,5040.0,166.0,72.1,,0.0,11,2.32
19.0,MALE,178.0,138.0,70.0,463.0,CARDIO,23.3,3.7,16.27,2196.0,187.0,56.9,,0.0,15,1.08
22.0,MALE,186.0,128.0,58.0,1345.0,STRENGTH_TRAINING,11.7,3.5,23.88,6876.0,190.0,86.2,,0.0,6,2.82
46.0,MALE,165.0,147.0,62.0,844.0,STRENGTH_TRAINING,20.2,2.5,21.05,4176.0,168.0,59.4,,0.0,3,2.23
54.0,FEMALE,194.0,154.0,60.0,672.0,CARDIO,26.4,1.9,25.55,3491.9999999999995,172.0,75.6,,0.0,25,1.43
55.0,FEMALE,196.0,158.0,65.0,768.0,YOGA,32.0,2.6,25.49,3888.000000000001,173.0,76.3,,0.0,29,1.87
36.0,MALE,193.0,129.0,65.0,972.0,HIIT,21.2,3.2,27.69,4932.0,186.0,95.8,,0.0,31,2.57
25.0,MALE,179.0,120.0,51.0,686.0,CARDIO,22.3,2.5,36.01,3744.000000000001,183.0,120.6,,0.0,35,2.04
18.0,FEMALE,184.0,161.0,59.0,1143.0,YOGA,28.5,2.2,27.18,5111.999999999999,155.0,65.3,,0.0,27,3.46
39.0,MALE,163.0,140.0,61.0,593.0,STRENGTH_TRAINING,27.6,3.6,23.88,2772.0,189.0,85.3,,0.0,29,1.98
34.0,MALE,169.0,128.0,57.0,472.0,CARDIO,25.8,3.4,24.09,2412.0,168.0,68.0,,0.0,10,1.0
24.0,FEMALE,169.0,166.0,60.0,1071.0,HIIT,31.9,2.4,21.34,4644.0,157.0,52.6,,0.0,3,2.61
42.0,MALE,183.0,134.0,59.0,876.0,HIIT,25.7,3.3,20.2,4752.0,177.0,63.3,,0.0,18,2.05
21.0,FEMALE,180.0,154.0,62.0,878.0,STRENGTH_TRAINING,31.8,1.7,28.03,4103.999999999999,165.0,76.3,,0.0,4,2.14
53.0,MALE,170.0,124.0,74.0,331.0,CARDIO,20.0,3.4,22.96,1944.0000000000005,163.0,61.0,,0.0,26,0.88
23.0,FEMALE,186.0,160.0,66.0,1072.0,HIIT,34.3,1.8,26.16,4824.0,161.0,67.8,,0.0,17,2.87
48.0,MALE,175.0,141.0,56.0,949.0,CARDIO,21.1,3.6,33.21,4896.000000000001,186.0,114.9,,0.0,14,2.01
36.0,MALE,185.0,160.0,73.0,1646.0,HIIT,12.0,3.5,30.09,6732.0,171.0,88.0,,0.0,29,5.4
56.0,FEMALE,189.0,142.0,52.0,927.0,STRENGTH_TRAINING,32.7,1.9,27.12,5220.0,158.0,67.7,,0.0,26,2.26
44.0,MALE,175.0,126.0,69.0,842.0,STRENGTH_TRAINING,24.4,3.5,36.46,4860.0,185.0,124.8,,0.0,9,1.79
27.0,FEMALE,166.0,142.0,62.0,895.0,CARDIO,34.5,1.8,21.23,4536.0,158.0,53.0,,0.0,31,2.73
43.0,MALE,175.0,163.0,68.0,831.0,YOGA,24.7,2.9,17.32,3708.000000000001,188.0,61.2,,0.0,9,2.21
36.0,FEMALE,194.0,144.0,56.0,886.0,YOGA,33.7,1.6,17.25,4428.0,168.0,48.7,,0.0,31,2.16
56.0,FEMALE,175.0,146.0,58.0,848.0,STRENGTH_TRAINING,33.1,2.3,17.51,4644.0,170.0,50.6,,0.0,2,2.07
20.0,FEMALE,199.0,160.0,68.0,1016.0,HIIT,34.8,2.5,24.26,4572.0,173.0,72.6,,0.0,14,1.98
30.0,FEMALE,171.0,125.0,62.0,644.0,YOGA,34.3,2.4,28.93,3708.000000000001,156.0,70.4,,0.0,33,1.76
45.0,MALE,194.0,153.0,71.0,818.0,STRENGTH_TRAINING,29.0,2.9,14.85,3888.000000000001,188.0,52.5,,0.0,21,1.92
37.0,MALE,180.0,128.0,57.0,957.0,HIIT,27.3,2.1,24.35,4896.000000000001,177.0,76.3,,0.0,0,2.04
45.0,FEMALE,195.0,168.0,71.0,1111.0,HIIT,28.7,2.6,16.5,5292.0,158.0,41.2,,0.0,23,2.96
25.0,FEMALE,176.0,152.0,67.0,1186.0,YOGA,15.5,2.7,17.85,5616.000000000001,176.0,55.3,,0.0,0,2.84
58.0,FEMALE,191.0,125.0,72.0,776.0,STRENGTH_TRAINING,31.9,2.3,17.82,4968.0,167.0,49.7,,0.0,21,1.38
56.0,MALE,165.0,156.0,51.0,525.0,HIIT,29.8,3.3,13.81,2448.0000000000005,187.0,48.3,,0.0,4,1.4
18.0,MALE,183.0,150.0,67.0,1510.0,HIIT,13.6,3.5,21.66,6588.000000000001,196.0,83.2,,0.0,15,3.49
20.0,MALE,186.0,153.0,67.0,850.0,CARDIO,29.3,3.4,40.26,3636.0,173.0,120.5,,0.0,15,2.0
30.0,MALE,179.0,160.0,60.0,1091.0,CARDIO,28.0,3.3,30.4,4464.0,200.0,121.6,,0.0,29,3.64
45.0,FEMALE,184.0,148.0,50.0,759.0,YOGA,26.6,2.0,23.84,4103.999999999999,175.0,73.0,,0.0,1,1.47
42.0,FEMALE,161.0,133.0,63.0,1053.0,CARDIO,16.2,2.7,20.62,6336.0,167.0,57.5,,0.0,14,2.02
50.0,FEMALE,168.0,155.0,65.0,983.0,STRENGTH_TRAINING,28.4,2.4,18.24,5076.0,153.0,42.7,,0.0,14,2.38
55.0,MALE,187.0,155.0,60.0,529.0,YOGA,21.7,3.1,43.4,2484.0,173.0,129.9,,0.0,38,1.57
